c_number,cpu,gpu,resolution,fps,cpu_score,gpu_score,power,price,ram_gb,is_good_for_gaming,is_good_for_productivity,is_good_for_design_render,is_good_for_workstation
c_3647,Ryzen 5 5600X,RX9060,1080P,70,21847,17049,235,510,16,1,0,0,0
c_3648,Ryzen 5 5600X,RX9060,1080P,70,21847,17049,235,560,32,1,0,0,0
c_3649,Ryzen 5 5600X,RX9060XT,1440P,95,21847,20113,265,635,16,1,0,0,0
c_3650,Ryzen 5 5600X,RX9060XT,1440P,95,21847,20113,265,685,32,1,0,0,0
c_3651,Ryzen 5 7400,RX6500XT,1080P,52,22010,9602,215,485,16,1,0,0,0
c_3652,Ryzen 5 7400,RX6500XT,1080P,52,22010,9602,215,535,32,1,0,0,0
c_3653,Ryzen 5 7400,RX6600,1080P,82,22010,15086,265,560,16,1,0,0,0
c_3654,Ryzen 5 7400,RX6600,1080P,82,22010,15086,265,610,32,1,0,0,0
c_3655,Ryzen 5 7400,RX6600XT,1080P,102,22010,16454,295,610,16,1,0,0,0
c_3656,Ryzen 5 7400,RX6600XT,1080P,102,22010,16454,295,660,32,1,0,0,0
c_3657,Ryzen 5 7400,RX6700,1080P,118,22010,18925,315,660,16,1,0,0,0
c_3658,Ryzen 5 7400,RX6700,1080P,118,22010,18925,315,710,32,1,0,0,0
c_3659,Ryzen 5 7400,RX6700XT,1440P,82,22010,19752,335,710,16,1,0,0,0
c_3660,Ryzen 5 7400,RX6700XT,1440P,82,22010,19752,335,760,32,1,0,0,0
c_3661,Ryzen 5 7400,RX6800,1440P,102,22010,22063,365,810,16,1,0,0,0
c_3662,Ryzen 5 7400,RX6800,1440P,102,22010,22063,365,860,32,1,0,0,0
c_3663,Ryzen 5 7400,RX7600,1080P,92,22010,16574,245,585,16,1,0,0,0
c_3664,Ryzen 5 7400,RX7600,1080P,92,22010,16574,245,635,32,1,0,0,0
c_3665,Ryzen 5 7400,RX7600XT,1080P,108,22010,17242,265,635,16,1,0,0,0
c_3666,Ryzen 5 7400,RX7600XT,1080P,108,22010,17242,265,685,32,1,0,0,0
c_3667,Ryzen 5 7400,RX7700XT,1440P,102,22010,22662,305,785,16,1,0,0,0
c_3668,Ryzen 5 7400,RX7700XT,1440P,102,22010,22662,305,835,32,1,0,0,0
c_3669,Ryzen 5 7400,RX7800XT,1440P,128,22010,24246,345,860,16,1,0,0,0
c_3670,Ryzen 5 7400,RX7800XT,1440P,128,22010,24246,345,910,32,1,0,0,0
c_3671,Ryzen 5 7400,RX9060,1080P,72,22010,17049,225,535,16,1,0,0,0
c_3672,Ryzen 5 7400,RX9060,1080P,72,22010,17049,225,585,32,1,0,0,0
c_3673,Ryzen 5 7400,RX9060XT,1440P,98,22010,20113,255,660,16,1,0,0,0
c_3674,Ryzen 5 7400,RX9060XT,1440P,98,22010,20113,255,710,32,1,0,0,0
c_3675,Ryzen 5 7400F,RX6500XT,1080P,52,25524,9602,215,460,16,1,0,0,0
c_3676,Ryzen 5 7400F,RX6500XT,1080P,52,25524,9602,215,510,32,1,0,0,0
c_3677,Ryzen 5 7400F,RX6600,1080P,82,25524,15086,265,535,16,1,0,0,0
c_3678,Ryzen 5 7400F,RX6600,1080P,82,25524,15086,265,585,32,1,0,0,0
c_3679,Ryzen 5 7400F,RX6600XT,1080P,102,25524,16454,295,585,16,1,0,0,0
c_3680,Ryzen 5 7400F,RX6600XT,1080P,102,25524,16454,295,635,32,1,0,0,0
c_3681,Ryzen 5 7400F,RX6700,1080P,118,25524,18925,315,635,16,1,0,0,0
c_3682,Ryzen 5 7400F,RX6700,1080P,118,25524,18925,315,685,32,1,0,0,0
c_3683,Ryzen 5 7400F,RX6700XT,1440P,82,25524,19752,335,685,16,1,0,0,0
c_3684,Ryzen 5 7400F,RX6700XT,1440P,82,25524,19752,335,735,32,1,0,0,0
c_3685,Ryzen 5 7400F,RX6800,1440P,102,25524,22063,365,785,16,1,0,0,0
c_3686,Ryzen 5 7400F,RX6800,1440P,102,25524,22063,365,835,32,1,0,0,0
c_3687,Ryzen 5 7400F,RX7600,1080P,92,25524,16574,245,560,16,1,0,0,0
c_3688,Ryzen 5 7400F,RX7600,1080P,92,25524,16574,245,610,32,1,0,0,0
c_3689,Ryzen 5 7400F,RX7600XT,1080P,108,25524,17242,265,610,16,1,0,0,0
c_3690,Ryzen 5 7400F,RX7600XT,1080P,108,25524,17242,265,660,32,1,0,0,0
c_3691,Ryzen 5 7400F,RX7700XT,1440P,102,25524,22662,305,760,16,1,0,0,0
c_3692,Ryzen 5 7400F,RX7700XT,1440P,102,25524,22662,305,810,32,1,0,0,0
c_3693,Ryzen 5 7400F,RX7800XT,1440P,128,25524,24246,345,835,16,1,0,0,0
c_3694,Ryzen 5 7400F,RX7800XT,1440P,128,25524,24246,345,885,32,1,0,0,0
c_3695,Ryzen 5 7400F,RX9060,1080P,72,25524,17049,225,510,16,1,0,0,0
c_3696,Ryzen 5 7400F,RX9060,1080P,72,25524,17049,225,560,32,1,0,0,0
c_3697,Ryzen 5 7400F,RX9060XT,1440P,98,25524,20113,255,635,16,1,0,0,0
c_3698,Ryzen 5 7400F,RX9060XT,1440P,98,25524,20113,255,685,32,1,0,0,0
c_3699,Ryzen 5 7500F,RX6500XT,1080P,55,26734,9602,215,485,16,1,0,0,0
c_3700,Ryzen 5 7500F,RX6500XT,1080P,55,26734,9602,215,535,32,1,0,0,0
c_3701,Ryzen 5 7500F,RX6600,1080P,85,26734,15086,265,560,16,1,0,0,0
c_3702,Ryzen 5 7500F,RX6600,1080P,85,26734,15086,265,610,32,1,0,1,0
c_3703,Ryzen 5 7500F,RX6600XT,1080P,105,26734,16454,295,610,16,1,1,0,0
c_3704,Ryzen 5 7500F,RX6600XT,1080P,105,26734,16454,295,660,32,1,1,1,0
c_3705,Ryzen 5 7500F,RX6700,1080P,120,26734,18925,315,660,16,1,1,0,0
c_3706,Ryzen 5 7500F,RX6700,1080P,120,26734,18925,315,710,32,1,1,1,0
c_3707,Ryzen 5 7500F,RX6700XT,1440P,85,26734,19752,335,710,16,1,0,0,0
c_3708,Ryzen 5 7500F,RX6700XT,1440P,85,26734,19752,335,760,32,1,0,0,0
c_3709,Ryzen 5 7500F,RX6800,1440P,105,26734,22063,365,810,16,1,0,0,0
c_3710,Ryzen 5 7500F,RX6800,1440P,105,26734,22063,365,860,32,1,0,0,0
c_3711,Ryzen 5 7500F,RX7600,1080P,95,26734,16574,245,585,16,1,1,0,0
c_3712,Ryzen 5 7500F,RX7600,1080P,95,26734,16574,245,635,32,1,1,1,0
c_3713,Ryzen 5 7500F,RX7600XT,1080P,110,26734,17242,265,635,16,1,1,0,0
c_3714,Ryzen 5 7500F,RX7600XT,1080P,110,26734,17242,265,685,32,1,1,1,0
c_3715,Ryzen 5 7500F,RX7700XT,1440P,105,26734,22662,305,785,16,1,0,0,0
c_3716,Ryzen 5 7500F,RX7700XT,1440P,105,26734,22662,305,835,32,1,0,0,0
c_3717,Ryzen 5 7500F,RX7800XT,1440P,130,26734,24246,345,860,16,1,0,0,0
c_3718,Ryzen 5 7500F,RX7800XT,1440P,130,26734,24246,345,910,32,1,0,0,0
c_3719,Ryzen 5 7500F,RX9060,1080P,75,26734,17049,225,535,16,1,1,0,0
c_3720,Ryzen 5 7500F,RX9060,1080P,75,26734,17049,225,585,32,1,1,1,0
c_3721,Ryzen 5 7500F,RX9060XT,1440P,100,26734,20113,255,660,16,1,0,0,0
c_3722,Ryzen 5 7500F,RX9060XT,1440P,100,26734,20113,255,710,32,1,0,0,0
c_3723,Ryzen 5 7600,RX6500XT,1080P,58,27015,9602,225,535,16,1,0,0,0
c_3724,Ryzen 5 7600,RX6500XT,1080P,58,27015,9602,225,585,32,1,0,0,0
c_3725,Ryzen 5 7600,RX6600,1080P,88,27015,15086,275,610,16,1,0,0,0
c_3726,Ryzen 5 7600,RX6600,1080P,88,27015,15086,275,660,32,1,0,1,0
c_3727,Ryzen 5 7600,RX6600XT,1080P,108,27015,16454,305,660,16,1,1,0,0
c_3728,Ryzen 5 7600,RX6600XT,1080P,108,27015,16454,305,710,32,1,1,1,0
c_3729,Ryzen 5 7600,RX6700,1080P,125,27015,18925,325,710,16,1,1,0,0
c_3730,Ryzen 5 7600,RX6700,1080P,125,27015,18925,325,760,32,1,1,1,0
c_3731,Ryzen 5 7600,RX6700XT,1440P,88,27015,19752,345,760,16,1,0,0,0
c_3732,Ryzen 5 7600,RX6700XT,1440P,88,27015,19752,345,810,32,1,0,0,0
c_3733,Ryzen 5 7600,RX6800,1440P,108,27015,22063,375,860,16,1,0,0,0
c_3734,Ryzen 5 7600,RX6800,1440P,108,27015,22063,375,910,32,1,0,0,0
c_3735,Ryzen 5 7600,RX7600,1080P,98,27015,16574,255,635,16,1,1,0,0
c_3736,Ryzen 5 7600,RX7600,1080P,98,27015,16574,255,685,32,1,1,1,0
c_3737,Ryzen 5 7600,RX7600XT,1080P,115,27015,17242,275,685,16,1,1,0,0
c_3738,Ryzen 5 7600,RX7600XT,1080P,115,27015,17242,275,735,32,1,1,1,0
c_3739,Ryzen 5 7600,RX7700XT,1440P,108,27015,22662,315,835,16,1,0,0,0
c_3740,Ryzen 5 7600,RX7700XT,1440P,108,27015,22662,315,885,32,1,0,0,0
c_3741,Ryzen 5 7600,RX7800XT,1440P,135,27015,24246,355,910,16,1,0,0,0
c_3742,Ryzen 5 7600,RX7800XT,1440P,135,27015,24246,355,960,32,1,0,0,0
c_3743,Ryzen 5 7600,RX9060,1080P,78,27015,17049,235,585,16,1,1,0,0
c_3744,Ryzen 5 7600,RX9060,1080P,78,27015,17049,235,635,32,1,1,1,0
c_3745,Ryzen 5 7600,RX9060XT,1440P,105,27015,20113,265,710,16,1,0,0,0
c_3746,Ryzen 5 7600,RX9060XT,1440P,105,27015,20113,265,760,32,1,0,0,0
c_3747,Ryzen 5 7600X,RX6500XT,1080P,60,28323,9602,235,560,16,1,0,0,0
c_3748,Ryzen 5 7600X,RX6500XT,1080P,60,28323,9602,235,610,32,1,0,0,0
c_3749,Ryzen 5 7600X,RX6600,1080P,90,28323,15086,285,635,16,1,0,0,0
c_3750,Ryzen 5 7600X,RX6600,1080P,90,28323,15086,285,685,32,1,0,1,0
c_3751,Ryzen 5 7600X,RX6600XT,1080P,110,28323,16454,315,685,16,1,1,0,0
c_3752,Ryzen 5 7600X,RX6600XT,1080P,110,28323,16454,315,735,32,1,1,1,0
c_3753,Ryzen 5 7600X,RX6700,1080P,128,28323,18925,335,735,16,1,1,0,0
c_3754,Ryzen 5 7600X,RX6700,1080P,128,28323,18925,335,785,32,1,1,1,0
c_3755,Ryzen 5 7600X,RX6700XT,1440P,90,28323,19752,355,785,16,1,0,0,0
c_3756,Ryzen 5 7600X,RX6700XT,1440P,90,28323,19752,355,835,32,1,0,0,0
c_3757,Ryzen 5 7600X,RX6800,1440P,110,28323,22063,385,885,16,1,0,0,0
c_3758,Ryzen 5 7600X,RX6800,1440P,110,28323,22063,385,935,32,1,0,0,0
c_3759,Ryzen 5 7600X,RX7600,1080P,100,28323,16574,265,660,16,1,1,0,0
c_3760,Ryzen 5 7600X,RX7600,1080P,100,28323,16574,265,710,32,1,1,1,0
c_3761,Ryzen 5 7600X,RX7600XT,1080P,118,28323,17242,285,710,16,1,1,0,0
c_3762,Ryzen 5 7600X,RX7600XT,1080P,118,28323,17242,285,760,32,1,1,1,0
c_3763,Ryzen 5 7600X,RX7700XT,1440P,110,28323,22662,325,860,16,1,0,0,0
c_3764,Ryzen 5 7600X,RX7700XT,1440P,110,28323,22662,325,910,32,1,0,0,0
c_3765,Ryzen 5 7600X,RX7800XT,1440P,138,28323,24246,365,935,16,1,0,0,0
c_3766,Ryzen 5 7600X,RX7800XT,1440P,138,28323,24246,365,985,32,1,0,0,0
c_3767,Ryzen 5 7600X,RX9060,1080P,80,28323,17049,245,610,16,1,1,0,0
c_3768,Ryzen 5 7600X,RX9060,1080P,80,28323,17049,245,660,32,1,1,1,0
c_3769,Ryzen 5 7600X,RX9060XT,1440P,108,28323,20113,275,735,16,1,0,0,0
c_3770,Ryzen 5 7600X,RX9060XT,1440P,108,28323,20113,275,785,32,1,0,0,0
c_3771,Ryzen 5 7600X3D,RX6500XT,1080P,65,25709,9602,235,635,16,1,0,0,0
c_3772,Ryzen 5 7600X3D,RX6500XT,1080P,65,25709,9602,235,685,32,1,0,0,0
c_3773,Ryzen 5 7600X3D,RX6600,1080P,95,25709,15086,285,710,16,1,0,0,0
c_3774,Ryzen 5 7600X3D,RX6600,1080P,95,25709,15086,285,760,32,1,0,0,0
c_3775,Ryzen 5 7600X3D,RX6600XT,1080P,115,25709,16454,315,760,16,1,0,0,0
c_3776,Ryzen 5 7600X3D,RX6600XT,1080P,115,25709,16454,315,810,32,1,0,0,0
c_3777,Ryzen 5 7600X3D,RX6700,1080P,132,25709,18925,335,810,16,1,0,0,0
c_3778,Ryzen 5 7600X3D,RX6700,1080P,132,25709,18925,335,860,32,1,0,0,0
c_3779,Ryzen 5 7600X3D,RX6700XT,1440P,95,25709,19752,355,860,16,1,0,0,0
c_3780,Ryzen 5 7600X3D,RX6700XT,1440P,95,25709,19752,355,910,32,1,0,0,0
c_3781,Ryzen 5 7600X3D,RX6800,1440P,115,25709,22063,385,960,16,1,0,0,0
c_3782,Ryzen 5 7600X3D,RX6800,1440P,115,25709,22063,385,1010,32,1,0,0,0
c_3783,Ryzen 5 7600X3D,RX7600,1080P,105,25709,16574,265,735,16,1,0,0,0
c_3784,Ryzen 5 7600X3D,RX7600,1080P,105,25709,16574,265,785,32,1,0,0,0
c_3785,Ryzen 5 7600X3D,RX7600XT,1080P,122,25709,17242,285,785,16,1,0,0,0
c_3786,Ryzen 5 7600X3D,RX7600XT,1080P,122,25709,17242,285,835,32,1,0,0,0
c_3787,Ryzen 5 7600X3D,RX7700XT,1440P,115,25709,22662,325,935,16,1,0,0,0
c_3788,Ryzen 5 7600X3D,RX7700XT,1440P,115,25709,22662,325,985,32,1,0,0,0
c_3789,Ryzen 5 7600X3D,RX7800XT,1440P,142,25709,24246,365,1010,16,1,0,0,0
c_3790,Ryzen 5 7600X3D,RX7800XT,1440P,142,25709,24246,365,1060,32,1,0,0,0
c_3791,Ryzen 5 7600X3D,RX9060,1080P,85,25709,17049,245,685,16,1,0,0,0
c_3792,Ryzen 5 7600X3D,RX9060,1080P,85,25709,17049,245,735,32,1,0,0,0
c_3793,Ryzen 5 7600X3D,RX9060XT,1440P,112,25709,20113,275,810,16,1,0,0,0
c_3794,Ryzen 5 7600X3D,RX9060XT,1440P,112,25709,20113,275,860,32,1,0,0,0
c_3795,Ryzen 5 8400F,RX6500XT,1080P,55,24557,9602,215,485,16,1,0,0,0
c_3796,Ryzen 5 8400F,RX6500XT,1080P,55,24557,9602,215,535,32,1,0,0,0
c_3797,Ryzen 5 8400F,RX6600,1080P,85,24557,15086,265,560,16,1,0,0,0
c_3798,Ryzen 5 8400F,RX6600,1080P,85,24557,15086,265,610,32,1,0,0,0
c_3799,Ryzen 5 8400F,RX6600XT,1080P,105,24557,16454,295,610,16,1,0,0,0
c_3800,Ryzen 5 8400F,RX6600XT,1080P,105,24557,16454,295,660,32,1,0,0,0
c_3801,Ryzen 5 8400F,RX6700,1080P,120,24557,18925,315,660,16,1,0,0,0
c_3802,Ryzen 5 8400F,RX6700,1080P,120,24557,18925,315,710,32,1,0,0,0
c_3803,Ryzen 5 8400F,RX6700XT,1440P,85,24557,19752,335,710,16,1,0,0,0
c_3804,Ryzen 5 8400F,RX6700XT,1440P,85,24557,19752,335,760,32,1,0,0,0
c_3805,Ryzen 5 8400F,RX6800,1440P,105,24557,22063,365,810,16,1,0,0,0
c_3806,Ryzen 5 8400F,RX6800,1440P,105,24557,22063,365,860,32,1,0,0,0
c_3807,Ryzen 5 8400F,RX7600,1080P,95,24557,16574,245,585,16,1,0,0,0
c_3808,Ryzen 5 8400F,RX7600,1080P,95,24557,16574,245,635,32,1,0,0,0
c_3809,Ryzen 5 8400F,RX7600XT,1080P,110,24557,17242,265,635,16,1,0,0,0
c_3810,Ryzen 5 8400F,RX7600XT,1080P,110,24557,17242,265,685,32,1,0,0,0
c_3811,Ryzen 5 8400F,RX7700XT,1440P,105,24557,22662,305,785,16,1,0,0,0
c_3812,Ryzen 5 8400F,RX7700XT,1440P,105,24557,22662,305,835,32,1,0,0,0
c_3813,Ryzen 5 8400F,RX7800XT,1440P,130,24557,24246,345,860,16,1,0,0,0
c_3814,Ryzen 5 8400F,RX7800XT,1440P,130,24557,24246,345,910,32,1,0,0,0
c_3815,Ryzen 5 8400F,RX9060,1080P,75,24557,17049,225,535,16,1,0,0,0
c_3816,Ryzen 5 8400F,RX9060,1080P,75,24557,17049,225,585,32,1,0,0,0
c_3817,Ryzen 5 8400F,RX9060XT,1440P,100,24557,20113,255,660,16,1,0,0,0
c_3818,Ryzen 5 8400F,RX9060XT,1440P,100,24557,20113,255,710,32,1,0,0,0
c_3819,Ryzen 5 8500G,RX6500XT,1080P,50,21492,9602,215,510,16,1,0,0,0
c_3820,Ryzen 5 8500G,RX6500XT,1080P,50,21492,9602,215,560,32,1,0,0,0
c_3821,Ryzen 5 8500G,RX6600,1080P,78,21492,15086,265,585,16,1,0,0,0
c_3822,Ryzen 5 8500G,RX6600,1080P,78,21492,15086,265,635,32,1,0,0,0
c_3823,Ryzen 5 8500G,RX6600XT,1080P,98,21492,16454,295,635,16,1,0,0,0
c_3824,Ryzen 5 8500G,RX6600XT,1080P,98,21492,16454,295,685,32,1,0,0,0
c_3825,Ryzen 5 8500G,RX6700,1080P,112,21492,18925,315,685,16,1,0,0,0
c_3826,Ryzen 5 8500G,RX6700,1080P,112,21492,18925,315,735,32,1,0,0,0
c_3827,Ryzen 5 8500G,RX6700XT,1440P,78,21492,19752,335,735,16,1,0,0,0
c_3828,Ryzen 5 8500G,RX6700XT,1440P,78,21492,19752,335,785,32,1,0,0,0
c_3829,Ryzen 5 8500G,RX6800,1440P,98,21492,22063,365,835,16,1,0,0,0
c_3830,Ryzen 5 8500G,RX6800,1440P,98,21492,22063,365,885,32,1,0,0,0
c_3831,Ryzen 5 8500G,RX7600,1080P,88,21492,16574,245,610,16,1,0,0,0
c_3832,Ryzen 5 8500G,RX7600,1080P,88,21492,16574,245,660,32,1,0,0,0
c_3833,Ryzen 5 8500G,RX7600XT,1080P,102,21492,17242,265,660,16,1,0,0,0
c_3834,Ryzen 5 8500G,RX7600XT,1080P,102,21492,17242,265,710,32,1,0,0,0
c_3835,Ryzen 5 8500G,RX7700XT,1440P,98,21492,22662,305,810,16,1,0,0,0
c_3836,Ryzen 5 8500G,RX7700XT,1440P,98,21492,22662,305,860,32,1,0,0,0
c_3837,Ryzen 5 8500G,RX7800XT,1440P,122,21492,24246,345,885,16,1,0,0,0
c_3838,Ryzen 5 8500G,RX7800XT,1440P,122,21492,24246,345,935,32,1,0,0,0
c_3839,Ryzen 5 8500G,RX9060,1080P,68,21492,17049,225,560,16,1,0,0,0
c_3840,Ryzen 5 8500G,RX9060,1080P,68,21492,17049,225,610,32,1,0,0,0
c_3841,Ryzen 5 8500G,RX9060XT,1440P,92,21492,20113,255,685,16,1,0,0,0
c_3842,Ryzen 5 8500G,RX9060XT,1440P,92,21492,20113,255,735,32,1,0,0,0
c_3843,Ryzen 5 8600G,RX6500XT,1080P,58,25256,9602,215,560,16,1,0,0,0
c_3844,Ryzen 5 8600G,RX6500XT,1080P,58,25256,9602,215,610,32,1,0,0,0
c_3845,Ryzen 5 8600G,RX6600,1080P,88,25256,15086,265,635,16,1,0,0,0
c_3846,Ryzen 5 8600G,RX6600,1080P,88,25256,15086,265,685,32,1,0,0,0
c_3847,Ryzen 5 8600G,RX6600XT,1080P,108,25256,16454,295,685,16,1,0,0,0
c_3848,Ryzen 5 8600G,RX6600XT,1080P,108,25256,16454,295,735,32,1,0,0,0
c_3849,Ryzen 5 8600G,RX6700,1080P,125,25256,18925,315,735,16,1,0,0,0
c_3850,Ryzen 5 8600G,RX6700,1080P,125,25256,18925,315,785,32,1,0,0,0
c_3851,Ryzen 5 8600G,RX6700XT,1440P,88,25256,19752,335,785,16,1,0,0,0
c_3852,Ryzen 5 8600G,RX6700XT,1440P,88,25256,19752,335,835,32,1,0,0,0
c_3853,Ryzen 5 8600G,RX6800,1440P,108,25256,22063,365,885,16,1,0,0,0
c_3854,Ryzen 5 8600G,RX6800,1440P,108,25256,22063,365,935,32,1,0,0,0
c_3855,Ryzen 5 8600G,RX7600,1080P,98,25256,16574,245,660,16,1,0,0,0
c_3856,Ryzen 5 8600G,RX7600,1080P,98,25256,16574,245,710,32,1,0,0,0
c_3857,Ryzen 5 8600G,RX7600XT,1080P,115,25256,17242,265,710,16,1,0,0,0
c_3858,Ryzen 5 8600G,RX7600XT,1080P,115,25256,17242,265,760,32,1,0,0,0
c_3859,Ryzen 5 8600G,RX7700XT,1440P,108,25256,22662,305,860,16,1,0,0,0
c_3860,Ryzen 5 8600G,RX7700XT,1440P,108,25256,22662,305,910,32,1,0,0,0
c_3861,Ryzen 5 8600G,RX7800XT,1440P,135,25256,24246,345,935,16,1,0,0,0
c_3862,Ryzen 5 8600G,RX7800XT,1440P,135,25256,24246,345,985,32,1,0,0,0
c_3863,Ryzen 5 8600G,RX9060,1080P,78,25256,17049,225,610,16,1,0,0,0
c_3864,Ryzen 5 8600G,RX9060,1080P,78,25256,17049,225,660,32,1,0,0,0
c_3865,Ryzen 5 8600G,RX9060XT,1440P,105,25256,20113,255,735,16,1,0,0,0
c_3866,Ryzen 5 8600G,RX9060XT,1440P,105,25256,20113,255,785,32,1,0,0,0
c_3867,Ryzen 5 9600,RX6500XT,1080P,60,29034,9602,215,485,16,1,0,0,0
c_3868,Ryzen 5 9600,RX6500XT,1080P,60,29034,9602,215,535,32,1,0,0,0
c_3869,Ryzen 5 9600,RX6600,1080P,90,29034,15086,265,560,16,1,0,0,0
c_3870,Ryzen 5 9600,RX6600,1080P,90,29034,15086,265,610,32,1,0,1,0
c_3871,Ryzen 5 9600,RX6600XT,1080P,110,29034,16454,295,610,16,1,1,0,0
c_3872,Ryzen 5 9600,RX6600XT,1080P,110,29034,16454,295,660,32,1,1,1,0
c_3873,Ryzen 5 9600,RX6700,1080P,128,29034,18925,315,660,16,1,1,0,0
c_3874,Ryzen 5 9600,RX6700,1080P,128,29034,18925,315,710,32,1,1,1,0
c_3875,Ryzen 5 9600,RX6700XT,1440P,90,29034,19752,335,710,16,1,0,0,0
c_3876,Ryzen 5 9600,RX6700XT,1440P,90,29034,19752,335,760,32,1,0,0,0
c_3877,Ryzen 5 9600,RX6800,1440P,110,29034,22063,365,810,16,1,0,0,0
c_3878,Ryzen 5 9600,RX6800,1440P,110,29034,22063,365,860,32,1,0,0,0
c_3879,Ryzen 5 9600,RX7600,1080P,100,29034,16574,245,585,16,1,1,0,0
c_3880,Ryzen 5 9600,RX7600,1080P,100,29034,16574,245,635,32,1,1,1,0
c_3881,Ryzen 5 9600,RX7600XT,1080P,118,29034,17242,265,635,16,1,1,0,0
c_3882,Ryzen 5 9600,RX7600XT,1080P,118,29034,17242,265,685,32,1,1,1,0
c_3883,Ryzen 5 9600,RX7700XT,1440P,110,29034,22662,305,785,16,1,0,0,0
c_3884,Ryzen 5 9600,RX7700XT,1440P,110,29034,22662,305,835,32,1,0,0,0
c_3885,Ryzen 5 9600,RX7800XT,1440P,138,29034,24246,345,860,16,1,0,0,0
c_3886,Ryzen 5 9600,RX7800XT,1440P,138,29034,24246,345,910,32,1,0,0,0
c_3887,Ryzen 5 9600,RX9060,1080P,80,29034,17049,225,535,16,1,1,0,0
c_3888,Ryzen 5 9600,RX9060,1080P,80,29034,17049,225,585,32,1,1,1,0
c_3889,Ryzen 5 9600,RX9060XT,1440P,108,29034,20113,255,660,16,1,0,0,0
c_3890,Ryzen 5 9600,RX9060XT,1440P,108,29034,20113,255,710,32,1,0,0,0
c_3891,Ryzen 5 9600X,RX6500XT,1080P,65,29997,9602,225,560,16,1,0,0,0
c_3892,Ryzen 5 9600X,RX6500XT,1080P,65,29997,9602,225,610,32,1,0,0,0
c_3893,Ryzen 5 9600X,RX6600,1080P,95,29997,15086,275,635,16,1,0,0,0
c_3894,Ryzen 5 9600X,RX6600,1080P,95,29997,15086,275,685,32,1,0,1,0
c_3895,Ryzen 5 9600X,RX6600XT,1080P,115,29997,16454,305,685,16,1,1,0,0
c_3896,Ryzen 5 9600X,RX6600XT,1080P,115,29997,16454,305,735,32,1,1,1,0
c_3897,Ryzen 5 9600X,RX6700,1080P,132,29997,18925,325,735,16,1,1,0,0
c_3898,Ryzen 5 9600X,RX6700,1080P,132,29997,18925,325,785,32,1,1,1,0
c_3899,Ryzen 5 9600X,RX6700XT,1440P,95,29997,19752,345,785,16,1,0,0,0
c_3900,Ryzen 5 9600X,RX6700XT,1440P,95,29997,19752,345,835,32,1,0,0,0
c_3901,Ryzen 5 9600X,RX6800,1440P,115,29997,22063,375,885,16,1,0,0,0
c_3902,Ryzen 5 9600X,RX6800,1440P,115,29997,22063,375,935,32,1,0,0,0
c_3903,Ryzen 5 9600X,RX7600,1080P,105,29997,16574,255,660,16,1,1,0,0
c_3904,Ryzen 5 9600X,RX7600,1080P,105,29997,16574,255,710,32,1,1,1,0
c_3905,Ryzen 5 9600X,RX7600XT,1080P,122,29997,17242,275,710,16,1,1,0,0
c_3906,Ryzen 5 9600X,RX7600XT,1080P,122,29997,17242,275,760,32,1,1,1,0
c_3907,Ryzen 5 9600X,RX7700XT,1440P,115,29997,22662,315,860,16,1,0,0,0
c_3908,Ryzen 5 9600X,RX7700XT,1440P,115,29997,22662,315,910,32,1,0,0,0
c_3909,Ryzen 5 9600X,RX7800XT,1440P,142,29997,24246,355,935,16,1,0,0,0
c_3910,Ryzen 5 9600X,RX7800XT,1440P,142,29997,24246,355,985,32,1,0,0,0
c_3911,Ryzen 5 9600X,RX9060,1080P,85,29997,17049,235,610,16,1,1,0,0
c_3912,Ryzen 5 9600X,RX9060,1080P,85,29997,17049,235,660,32,1,1,1,0
c_3913,Ryzen 5 9600X,RX9060XT,1440P,112,29997,20113,265,735,16,1,0,0,0
c_3914,Ryzen 5 9600X,RX9060XT,1440P,112,29997,20113,265,785,32,1,0,0,0
c_3915,Ryzen 7 5700,RX6700XT,1440P,85,24331,19752,335,735,16,1,0,0,0
c_3916,Ryzen 7 5700,RX6700XT,1440P,85,24331,19752,335,785,32,1,0,0,0
c_3917,Ryzen 7 5700,RX6750XT,1440P,90,24331,20680,355,785,16,1,0,0,0
c_3918,Ryzen 7 5700,RX6750XT,1440P,90,24331,20680,355,835,32,1,0,0,0
c_3919,Ryzen 7 5700,RX6800,1440P,100,24331,22063,365,835,16,1,0,0,0
c_3920,Ryzen 7 5700,RX6800,1440P,100,24331,22063,365,885,32,1,0,0,0
c_3921,Ryzen 7 5700,RX6800XT,4K,65,24331,24988,465,935,16,1,0,0,0
c_3922,Ryzen 7 5700,RX6800XT,4K,65,24331,24988,465,985,32,1,0,0,0
c_3923,Ryzen 7 5700,RX6900XT,4K,70,24331,26708,465,1035,16,1,0,0,0
c_3924,Ryzen 7 5700,RX6900XT,4K,70,24331,26708,465,1085,32,1,0,0,0
c_3925,Ryzen 7 5700,RX6950XT,4K,75,24331,28096,500,1085,16,1,0,0,0
c_3926,Ryzen 7 5700,RX6950XT,4K,75,24331,28096,500,1135,32,1,0,0,0
c_3927,Ryzen 7 5700,RX7700XT,1440P,105,24331,22662,305,835,16,1,0,0,0
c_3928,Ryzen 7 5700,RX7700XT,1440P,105,24331,22662,305,885,32,1,0,0,0
c_3929,Ryzen 7 5700,RX7800XT,1440P,125,24331,24246,345,885,16,1,0,0,0
